School Year,School Authority Category,School Authority Name,School Authority Code,Ungraded,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2007/2008,Public,Greater St. Albert Catholic Regional Division No. 29 ,4077,,539,427,431,522,507,527,538,586,625,581,456,458,599,6796
2007/2008,Separate,Red Deer Catholic Regional Division No. 39 ,0019,,576,458,475,500,452,477,489,499,480,450,538,469,518,6381
2007/2008,Separate,St. Thomas Aquinas Roman Catholic Separate Regional Division No. 38 ,0020,,173,200,214,197,220,210,228,231,216,215,118,130,138,2490
2007/2008,Separate,Holy Family Catholic Regional Division No. 37 ,0021,,175,163,148,194,197,177,180,185,204,189,147,139,94,2192
2007/2008,Separate,Elk Island Catholic Separate Regional Division No. 41 ,0046,,461,436,404,420,432,415,446,507,447,530,435,434,433,5800
2007/2008,Separate,Living Waters Catholic Regional Division No. 42 ,0047,,142,144,125,147,114,118,121,153,152,148,112,99,88,1663
2007/2008,Separate,Evergreen Catholic Separate Regional Division No. 2 ,0048,,320,305,280,277,275,284,261,285,261,245,244,235,214,3486
2007/2008,Separate,Edmonton Catholic Separate School District No. 7 ,0110,,2562,2410,2253,2341,2395,2284,2413,2412,2504,2494,2490,2602,3181,32341
2007/2008,Separate,Calgary Roman Catholic Separate School District No. 1 ,4010,,2964,3085,3139,3369,3421,3354,3455,3388,3437,3255,3415,3528,3971,43781
2007/2008,Separate,Lakeland Roman Catholic Separate School District No. 150 ,4105,,152,152,143,158,140,181,163,170,177,168,175,126,132,2037
2007/2008,Separate,Grande Prairie Roman Catholic Separate School District No. 28 ,4130,,370,325,315,300,311,298,290,263,259,298,259,268,230,3786
2007/2008,Separate,Fort McMurray Roman Catholic Separate School District No. 32 ,4160,,552,330,335,313,301,300,309,309,298,309,305,275,313,4249
2007/2008,Separate,Christ the Redeemer Catholic Separate Regional Division No. 3 ,4208,,441,568,545,546,561,589,590,606,600,565,549,497,459,7116
2007/2008,Separate,East Central Alberta Catholic Separate Schools Regional Division No. 16 ,4330,,128,203,219,225,218,220,241,247,234,272,226,211,254,2898
2007/2008,Separate,Holy Spirit Roman Catholic Separate Regional Division No. 4 ,4481,,436,359,328,334,314,355,335,345,355,381,321,387,381,4631
2007/2008,Separate,Medicine Hat Catholic Separate Regional Division No. 20 ,4501,,274,224,205,241,226,255,244,217,231,217,220,180,213,2947
2007/2008,Separate,Lloydminster Roman Catholic Separate School Division ,4870,,71,96,79,89,89,76,88,73,80,102,80,82,68,1073
2007/2008,Separate,St. Albert Protestant Separate School District No. 6 ,7020,,435,394,404,426,414,411,456,458,481,502,664,722,821,6588
2007/2008,Francophone,Greater Southern Separate Catholic Francophone Education Region No. 4 ,0097,,120,98,99,87,90,66,75,67,65,43,17,18,25,870
2007/2008,Francophone,Greater Southern Public Francophone Education Region No. 4 ,0098,,212,127,108,104,106,90,78,68,59,48,36,25,15,1076
2007/2008,Francophone,Greater North Central Francophone Education Region No. 2 ,8040,,306,223,240,234,226,215,224,184,176,169,136,115,110,2558
2007/2008,Francophone,Northwest Francophone Education Region No. 1 ,8050,,35,37,25,30,30,31,26,31,20,17,12,22,8,324
2007/2008,Francophone,East Central Francophone Education Region No. 3 ,8060,,51,53,50,46,54,45,57,37,41,47,36,23,31,571
2007/2008,Charter,Foundations for the Future Charter Academy Charter School Society ,0009,,259,265,265,231,236,232,191,172,166,166,108,68,48,2407
2007/2008,Charter,Suzuki Charter School Society ,0012,,38,41,39,38,22,18,19,,,,,,,215
2007/2008,Charter,Calgary Science School Society ,0045,,,,,,100,100,100,100,99,100,,,,599
2007/2008,Charter,Westmount Charter School Society ,0109,,67,62,71,84,79,86,87,90,81,90,83,48,61,989
2007/2008,Charter,Calgary Arts Academy Society ,0151,,36,38,53,38,36,26,34,45,28,23,,,,357
2007/2008,Charter,Calgary Girls' School Society ,0152,,,,,,69,92,117,125,97,89,,,,589
2007/2008,Charter,Mother Earth's Children's Charter School Society ,0154,,12,15,14,10,12,13,14,14,2,,,,,106
2007/2008,Charter,New Horizons Charter School Society ,6015,,13,21,22,23,20,22,23,9,11,6,,,,170
2007/2008,Charter,Boyle Street Education Centre ,6017,,,,,,,,,,,,90,34,8,132
2007/2008,Charter,CAPE - Centre for Academic and Personal Excellence Institute ,6019,,16,17,15,15,15,20,18,22,8,,,,,146
2007/2008,Charter,Aurora School Ltd. ,6020,,29,45,36,47,38,37,40,35,41,33,,,,381
2007/2008,Charter,Almadina School Society ,6021,,90,91,89,68,66,73,64,63,44,43,,,,691
2007/2008,Private,The Chinese Academy Foundation ,0010,,,,,,,,,,,,2,2,5,9
2007/2008,Private,Webber Academy Foundation ,0015,,58,60,63,54,55,59,63,66,64,70,44,51,29,736
2007/2008,Private,Tween Valley Fellowship/Tween Valley Christian School ,0016,,,3,2,6,7,8,1,6,7,4,2,1,3,50
2007/2008,Private,Master's Academy Educational Society ,0022,,31,39,40,42,38,45,37,40,33,44,44,43,33,509
2007/2008,Private,Third Academy International Ltd. ,0023,,,6,7,9,13,16,18,20,25,27,31,29,22,223
2007/2008,Private,Janus Academy Society ,0025,,,7,4,4,7,1,4,1,4,2,3,1,,38
2007/2008,Private,Strome Early Childhood Services Society ,0028,,6,,,,,,,,,,,,,6
2007/2008,Private,Independent Baptist Christian Education Society ,0030,,,6,5,3,7,11,7,9,5,10,7,5,1,76
2007/2008,Private,Montessori Education Preschool & ECS Institute of Alberta ,0031,,64,,,,,,,,,,,,,64
2007/2008,Private,Mountain View Academy Society ,0035,,4,8,8,8,5,8,13,7,6,13,11,9,12,112
2007/2008,Private,The Timothy Centre for Scholarship Ltd. ,0040,,1,23,16,24,25,24,16,23,16,19,23,23,21,254
2007/2008,Private,Family Linkages Foundation of Alberta ,0049,,2,,,,,,,,,,,,,2
2007/2008,Private,The First Step Adult Education Center ,0059,,,,,,,,,,1,,6,3,22,32
2007/2008,Private,Banbury Crossroads School Society ,0062,,5,2,1,1,2,3,2,4,3,2,3,7,4,39
2007/2008,Private,Playcare ECS Ltd. ,0071,,29,,,,,,,,,,,,,29
2007/2008,Private,Slave Lake Koinonia Christian School Society ,0072,,5,2,4,3,3,2,5,2,2,3,4,2,4,41
2007/2008,Private,The Edge School For Athletes Society ,0074,,,,,,,,32,46,36,34,45,40,29,262
2007/2008,Private,Church of God in Christ Mennonite Rosedale Congregation ,0076,,,3,1,6,4,4,10,4,2,4,,,,38
2007/2008,Private,New Heights Early Learning Services Society ,0077,,11,,,,1,2,1,2,1,,,,,18
2007/2008,Private,Eastside City Church ,0083,,6,10,11,7,6,6,9,12,8,10,11,4,5,105
2007/2008,Private,The Heart Valley Church of God in Christ Mennonite ,0085,,,4,3,2,2,2,1,1,1,,,,,16
2007/2008,Private,Wetaskiwin Head Start Society ,0103,,16,,,,,,,,,,,,,16
2007/2008,Private,Ben Calf Robe Society ,0105,,42,,,,,,,,,,,,,42
2007/2008,Private,"Children's Services Centre, An Alberta Society ",0106,,57,,,,,,,,,,,,,57
2007/2008,Private,Green Learning Academy ,0107,,14,6,2,5,4,3,5,2,2,1,,,,44
2007/2008,Private,Foothills Alliance Kindergarten Society ,0108,,31,,,,,,,,,,,,,31
2007/2008,Private,Calgary Preparatory School Association ,0111,,27,,,,,,,,,,,,,27
2007/2008,Private,Early Discoveries Childhood Services Ltd. ,0112,,58,,,,,,,,,,,,,58
2007/2008,Private,Edmonton Khalsa School Educational Association ,0116,,47,28,17,16,20,8,11,,,,,,,147
2007/2008,Private,Manyberries Private Kindergarten Society ,0117,,2,,,,,,,,,,,,,2
2007/2008,Private,Headway School Society of Alberta ,0118,,36,24,24,24,21,22,21,20,17,11,14,12,11,257
2007/2008,Private,Peace Country Montessori Society ,0119,,25,5,,2,,,,,,,,,,32
2007/2008,Private,Department of Speech Pathology and Audiology University of Alberta ,0128,,15,,,,,,,,,,,,,15
2007/2008,Private,Vermilion and Area Brighter Beginnings Society ,0132,,24,,,,,,,,,,,,,24
2007/2008,Private,Yufeng Chinese School Centre ,0137,,,8,1,1,6,1,,1,1,1,1,1,2,24
2007/2008,Private,St. Albert Parents' Place Association ,0138,,15,,,,,,,,,,,,,15
2007/2008,Private,Yellowhead Koinonia Christian School Society ,0141,,8,9,11,14,5,9,10,10,5,8,6,8,7,110
2007/2008,Private,Learning and Enrichment for Autism Disorders Foundation (L.E.A.D.) ,0143,,27,,,,,,,,,,,,,27
2007/2008,Private,H. Sienkiewicz Polish School Parent Association ,0149,,,,,,,,,,,1,1,,1,3
2007/2008,Private,Calgary Urban Project Society ,0155,,38,,,,,,,,,,,,,38
2007/2008,Private,Bent Arrow Traditional Healing Society ,0157,,10,,,,,,,,,,,,,10
2007/2008,Private,Edmonton City Centre Church Corporation ,0159,,60,,,,,,,,,,,,,60
2007/2008,Private,International School of Excellence (ISE) ,0161,,13,23,8,18,9,11,10,9,13,13,16,13,17,173
2007/2008,Private,German Language School Society of Edmonton ,0163,,,,,,,,,,,,2,3,1,6
2007/2008,Private,Calgary Chinese Alliance School Society ,0164,,,,,,,,,,,,5,,3,8
2007/2008,Private,Sunchild E-Learning Community ,0169,,,,,,,,,,,,99,21,56,176
2007/2008,Private,The Canadian Montessori School Ltd. ,0170,,74,,,,,,,,,,,,,74
2007/2008,Private,Behaviour Therapy and Learning Centre Ltd. ,0171,,7,,,,,,,,,,,,,7
2007/2008,Private,Olds Kindergarten Society ,0174,,10,,,,,,,,,,,,,10
2007/2008,Private,Phoenix Home Education Foundation ,0175,,16,15,17,14,14,7,10,6,7,6,4,1,,117
2007/2008,Private,Okotoks Montessori Preschool Society ,0176,,19,,,,,,,,,,,,,19
2007/2008,Private,Access International College (Calgary) Incorporated ,0178,,,,,,,,,,,,3,,,3
2007/2008,Private,The Gray House Guild ,0182,,13,,,,,,,,,,,,,13
2007/2008,Private,Kirriemuir Altario Compeer School Project Society ,0193,,6,,,,,,,,,,,,,6
2007/2008,Private,I'm For Kids Team Ltd. ,0194,,114,,,,,,,,,,,,,114
2007/2008,Private,Children's Autism Services of Edmonton ,0197,,4,,,,,,,,,,,,,4
2007/2008,Private,Mrs. P's Place Kindergarten Society ,0201,,15,,,,,,,,,,,,,15
2007/2008,Private,The Filipino Canadian Saranay Association of Alberta ,0202,,,,,,,,,,,,1,,3,4
2007/2008,Private,Warren Learning ,0206,,,,,,3,,1,,,8,,,,12
2007/2008,Private,Khalsa School Calgary Educational Foundation ,0207,,15,12,11,10,8,,,,,,,,,56
2007/2008,Private,Genesis Protestant Reformed School Society of Lacombe ,0208,,,2,1,,1,1,1,,1,,,,,7
2007/2008,Private,Dalhousie Community Kindergarten Society ,0209,,11,,,,,,,,,,,,,11
2007/2008,Private,Aurora Learning Foundation ,0210,,,,,,,,2,2,1,3,3,3,4,18
2007/2008,Private,Aurora Learning Foundation (Calgary) ,0211,,,,,,,2,1,2,1,1,4,,3,14
2007/2008,Private,Maria Montessori Education Centre Ltd. ,0212,,5,8,6,4,,2,,,,,,,,25
2007/2008,Private,Tanbridge Academy ,0213,,,,,,3,8,9,7,,,,,,27
2007/2008,Private,Montessori Projects of Alberta Ltd. ,0215,,8,,,,,,,,,,,,,8
2007/2008,Private,"The House Ministries of Tofield, Alberta ",0217,,,1,,3,1,,2,,,,,,,7
2007/2008,Private,"St. Matthew Evangelical Lutheran Church of Stony Plain, Alberta ",9018,,24,11,8,14,14,12,11,10,12,15,,,,131
2007/2008,Private,The Rocky Christian School Society ,9022,,8,8,11,9,15,9,10,16,15,17,,,,118
2007/2008,Private,Canadian University College ,9024,,,,,,,,,,,,31,42,36,109
2007/2008,Private,The Lacombe Christian School Society ,9025,2,27,34,37,33,34,30,51,40,41,44,,,,373
2007/2008,Private,Parkland Community Living and Supports Society ,9027,21,,,,,,,,,,,,,,21
2007/2008,Private,The Society for Christian Education in Southern Alberta ,9041,,48,50,48,58,52,66,46,65,54,52,44,54,42,679
2007/2008,Private,Coaldale Canadian Reformed School Society ,9042,,7,10,8,13,12,10,9,13,15,10,9,10,11,137
2007/2008,Private,Cornerstone Christian School Society ,9045,,2,5,6,4,3,6,3,6,7,3,,,,45
2007/2008,Private,Concordia University College of Alberta ,9052,,,,,,,,,,,,26,32,95,153
2007/2008,Private,Tempo School ,9059,,35,39,38,32,41,34,35,34,27,27,21,13,22,398
2007/2008,Private,Red Deer College Alumni Association ,9066,,14,,,,,,,,,,,,,14
2007/2008,Private,Calgary Society for Christian Education ,9067,,30,31,34,42,30,47,56,49,69,70,70,59,71,658
2007/2008,Private,River Valley School Society ,9071,,22,34,38,27,31,23,19,,,,,,,194
2007/2008,Private,Strathcona-Tweedsmuir School ,9072,,,26,34,33,42,44,44,67,78,79,87,76,89,699
2007/2008,Private,Centro Linguistico E Culturale Italiano Calgary ,9076,,,,,,,,,,,,2,,,2
2007/2008,Private,Canadian Reformed School Society of Neerlandia ,9078,,16,18,21,14,13,12,9,15,13,8,13,9,7,168
2007/2008,Private,Canadian Reformed School Society of Edmonton ,9092,,19,25,15,20,10,10,13,10,12,9,17,11,15,186
2007/2008,Private,Bearspaw Christian School Society ,9106,,40,40,32,38,36,41,34,45,39,42,35,27,14,463
2007/2008,Private,Foothills Academy Society ,9107,,,,,,8,17,25,29,27,23,23,25,21,198
2007/2008,Private,Calvin Christian School Society of the Netherlands Reformed Congregations ,9112,,56,76,71,67,70,61,52,60,58,53,53,51,50,778
2007/2008,Private,GCA Educational Society ,9118,,71,72,75,75,75,50,50,52,49,48,,,,617
2007/2008,Private,Destiny Christian School Society ,9127,,15,10,11,9,11,7,10,11,5,,,,,89
2007/2008,Private,The Calgary Society for Effective Education of Learning Disabled ,9131,,,,,22,19,49,58,73,87,93,79,80,58,618
2007/2008,Private,The Medicine Hat Christian School Society ,9137,,19,18,11,17,23,15,16,20,17,18,,,,174
2007/2008,Private,West Island College Society of Alberta ,9140,,,,,,,,,77,77,80,75,82,71,462
2007/2008,Private,"Evangelical Free Church of Champion, Alberta ",9146,,,94,69,71,63,73,54,42,29,24,6,4,11,540
2007/2008,Private,Congregation House of Jacob - Mikveh Israel ,9147,,8,9,7,2,4,2,2,,,,,,,34
2007/2008,Private,Edmonton Bible Heritage Christian School & College Society ,9153,,,2,1,,,2,2,2,1,,,,,10
2007/2008,Private,Countryside Christian School ,9154,,,2,9,,7,2,4,10,9,5,,,,48
2007/2008,Private,Lakeview Christian School ,9158,,,2,4,1,3,2,5,1,1,2,,,,21
2007/2008,Private,Kneehill Christian School ,9159,,,7,12,5,5,6,8,8,11,10,,,,72
2007/2008,Private,Northern Lights School Education Foundation ,9160,,,2,2,3,1,1,1,2,3,3,,,,18
2007/2008,Private,The Company of the Cross (Alberta) ,9162,,,,,,,,,6,3,13,18,7,10,57
2007/2008,Private,Truth Church of Calgary ,9166,,3,5,14,8,7,8,9,9,7,11,3,6,6,96
2007/2008,Private,Ponoka Christian School Society ,9167,,6,9,10,4,7,6,8,10,4,12,,,,76
2007/2008,Private,Hillcrest Christian School Society ,9171,,4,7,2,4,7,1,3,6,3,6,5,3,2,53
2007/2008,Private,Edmonton Academy Society for Learning Disabled ,9172,,,,,,,4,2,,,10,6,14,16,52
2007/2008,Private,Lycee Louis Pasteur Society ,9173,,114,30,32,24,21,25,10,18,14,17,,,,305
2007/2008,Private,Rocky View Mennonite Church ,9200,,,,4,3,4,3,4,5,2,4,,,,29
2007/2008,Private,Saddle Lake Indian Full Gospel School Mission ,9208,,,,1,4,2,3,1,3,2,3,4,,2,25
2007/2008,Private,Koinonia Christian School - Red Deer Society ,9211,,19,14,10,17,14,18,19,13,16,22,18,9,10,199
2007/2008,Private,The Old Sun Society ,9218,,,,,,,,,,,,19,17,42,78
2007/2008,Private,Calgary Waldorf School Society ,9224,,34,41,26,26,23,23,22,26,21,17,,,,259
2007/2008,Private,Progressive Academy Education Society ,9225,,38,11,10,11,,5,6,7,4,5,8,1,9,115
2007/2008,Private,Rundle College Society ,9230,,13,25,28,26,58,68,77,100,116,110,110,111,100,942
2007/2008,Private,Newell Christian School Society ,9250,,26,73,62,80,74,79,86,76,76,70,75,72,149,998
2007/2008,Private,Morinville Christian Fellowship ,9253,10,2,108,81,109,81,95,97,89,87,71,63,39,52,984
2007/2008,Private,The Rimbey Christian School Society ,9254,,7,10,6,11,8,9,10,7,6,5,,,,79
2007/2008,Private,The Cornerstone Christian Academy of Camrose ,9256,,13,8,13,10,10,16,7,14,12,11,8,13,4,139
2007/2008,Private,Red Crow Community College ,9261,,,,,,,,,,,,87,38,15,140
2007/2008,Private,Elves Special Needs Society ,9263,,78,2,1,,3,2,,4,,4,6,6,1,107
2007/2008,Private,Edmonton Islamic School Society ,9269,,72,80,83,69,72,61,60,65,45,35,,,,642
2007/2008,Private,Airdrie Koinonia Christian School Society ,9270,,24,22,25,20,27,28,21,22,20,19,16,20,12,276
2007/2008,Private,Bosco Homes A Society For Children And Families ,9272,,,1,1,2,5,4,3,7,15,16,24,7,1,86
2007/2008,Private,Hellenic Society of Calgary and District ,9278,,,,,,,,,,,,,1,1,2
2007/2008,Private,Swedish Society of Calgary ,9279,,,,,,,,,,,2,,,,2
2007/2008,Private,Central Alberta Christian High School Society ,9294,,,,,,,,,,,,55,59,54,168
2007/2008,Private,The Calgary Chinese Public School Society ,9296,,,,,,,,,,,,,1,5,6
2007/2008,Private,Columbia College Corp. ,9298,,,,,,,,,,,,35,,,35
2007/2008,Private,40-Mile Christian Education Society ,9302,,8,19,19,20,21,10,9,20,18,11,6,7,8,176
2007/2008,Private,Maskwachees Cultural College Foundation ,9308,,,,,,,,,,,,6,9,3,18
2007/2008,Private,Lakeland Christian School Society ,9312,,,,4,2,3,6,,3,,1,3,,,22
2007/2008,Private,Lighthouse Christian School Society ,9314,,21,70,93,56,67,50,59,50,46,31,34,20,15,612
2007/2008,Private,Devon Christian School Society ,9319,,4,6,7,5,11,7,10,10,5,7,6,2,,80
2007/2008,Private,Olds Mountain View Christian School Association ,9328,,2,3,4,,1,,2,1,2,3,1,2,2,23
2007/2008,Private,Living Waters Christian  Academy ,9336,,25,13,16,14,15,11,12,16,13,9,16,15,9,184
2007/2008,Private,Muslim Community Foundation of Calgary ,9337,,80,89,77,80,61,60,48,49,31,32,,,,607
2007/2008,Private,Inner City Youth Development Association ,9342,,,,,,,,,,,,54,29,5,88
2007/2008,Private,Equilibrium International Education Foundation ,9343,,,,,,,,,,,,27,9,23,59
2007/2008,Private,Universal Educational Institute of Canada ,9346,,8,5,12,8,3,5,7,4,5,6,2,2,2,69
2007/2008,Private,Edison School Society ,9352,,13,27,21,11,14,18,20,12,18,13,6,10,5,188
2007/2008,Private,Delta West Academy Society ,9353,,10,13,13,7,7,8,5,6,8,5,5,5,3,95
2007/2008,Private,Cleardale Mennonite School Society ,9354,,,,3,,2,,,1,,,,,,6
2007/2008,Private,The Learning Experience Society ,9363,,18,,,,,,,,,,,,,18
2007/2008,Private,The Edmonton Lutheran School Society ,9365,,5,8,3,6,5,3,5,3,6,7,,,,51
2007/2008,Private,Victory Christian School Society ,9366,,15,10,8,5,7,5,5,9,11,6,3,1,1,86
2007/2008,Private,Edelweiss Preparatory School Society ,9374,,15,,,,,,,,,,,,,15
2007/2008,Private,The Heartland Agency ,9375,,155,,,,,,,,,,,,,155
2007/2008,Private,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society ,9376,,49,,,,,,,,,,,,,49
2007/2008,Private,Clear Water Academy Foundation ,9379,,41,38,36,34,35,32,36,30,38,25,16,17,7,385
2007/2008,Private,Alberta Conference of 7th Day Adventist Church ,9382,,37,67,59,74,78,79,72,82,81,67,26,15,9,746
2007/2008,Private,Alberta Charitable Society of St. Pius X ,9383,,11,14,9,9,12,8,7,6,6,10,,,,92
2007/2008,Private,Coral Springs Child Care Society ,9388,,8,,,,,,,,,,,,,8
2007/2008,Private,Oliver Centre Early Learning Programs for Children & Families Society ,9401,,55,,,,,,,,,,,,,55
2007/2008,Private,Solomon College ,9403,,,,,,,,,,,,2,10,7,19
2007/2008,Private,Bethel Christian Academy Society ,9407,,7,7,5,8,4,3,1,2,6,,1,,5,49
2007/2008,Private,Innisfree and District Early Childhood Services Association ,9410,,4,,,,,,,,,,,,,4
2007/2008,Private,The Community Association for Lasting Success ,9412,,13,,,,,,,,,,,,,13
2007/2008,Private,Pacekids Programs for Children with Motor Disabilities Society ,9414,,29,,,,,,,,,,,,,29
2007/2008,Private,High Level Christian Education Society ,9421,,6,8,3,7,7,6,8,4,7,8,,,,64
2007/2008,Private,"Connect Society-Deafness, Education, Advocacy & Family Services ",9522,,24,,,,,,,,,,,,,24
2007/2008,Private,Department of Elementary Education University of Alberta ,9528,,33,,,,,,,,,,,,,33
2007/2008,Private,Dewberry Early Childhood Parents Society ,9529,,8,,,,,,,,,,,,,8
2007/2008,Private,Nampa and District Kindergarten Society ,9531,,5,,,,,,,,,,,,,5
2007/2008,Private,Kitscoty and District Early Childhood Education Kindergarten ,9539,,30,,,,,,,,,,,,,30
2007/2008,Private,Londonderry Child Development Society ,9543,,20,,,,,,,,,,,,,20
2007/2008,Private,The First Mennonite Church ,9546,,21,,,,,,,,,,,,,21
2007/2008,Private,Norwood Child & Family Resource Centre ,9550,,20,,,,,,,,,,,,,20
2007/2008,Private,St. Peter's Lutheran Kindergarten (Leduc) ,9559,,18,,,,,,,,,,,,,18
2007/2008,Private,Sherwood Park Kindergarten ,9562,,23,,,,,,,,,,,,,23
2007/2008,Private,Winfield Child Development Association ,9570,,16,,,,,,,,,,,,,16
2007/2008,Private,Bashaw Early Learning Centre ,9574,,18,,,,,,,,,,,,,18
2007/2008,Private,Hardisty Early Childhood Services Society ,9596,,13,,,,,,,,,,,,,13
2007/2008,Private,Hay Lakes ECS ,9597,,24,,,,,,,,,,,,,24
2007/2008,Private,Kingman-Round Hill Child Development Centre ,9600,,6,,,,,,,,,,,,,6
2007/2008,Private,Rosalind Early Childhood Society ,9611,,3,,,,,,,,,,,,,3
2007/2008,Private,Sedgewick Early Childhood Centre ,9612,,14,,,,,,,,,,,,,14
2007/2008,Private,The Sunshiners Pre-School Association ,9616,,17,,,,,,,,,,,,,17
2007/2008,Private,Sylvan Lake Kinder-Care Association ,9617,,42,,,,,,,,,,,,,42
2007/2008,Private,Calgary French & International School Society ,9632,,60,59,60,55,55,70,61,39,35,35,12,,,541
2007/2008,Private,The Calgary Jewish Academy ,9633,,29,36,33,28,21,18,32,26,16,18,,,,257
2007/2008,Private,Highwood Community E.C.S. Association ,9656,,3,,,,,,,,,,,,,3
2007/2008,Private,Hounsfield Heights-Briar Hill Community Association ,9657,,30,,,,,,,,,,,,,30
2007/2008,Private,Renfrew Educational Services Society ,9672,,410,20,16,15,16,16,14,,,,,,,507
2007/2008,Private,Glamorgan Community Kindergarten Society ,9680,,24,,,,,,,,,,,,,24
2007/2008,Private,Lethbridge Preschool Services Project ,9705,,20,,,,,,,,,,,,,20
2007/2008,Private,Lomond Little Learners Society ,9707,,12,,,,,,,,,,,,,12
2007/2008,Private,The Schuler Early Childhood Service ,9720,,7,,,,,,,,,,,,,7
2007/2008,Private,Bragg Creek Education Services Association ,9733,,21,,,,,,,,,,,,,21
2007/2008,Private,Camrose Children's Centre ,9743,,15,,,,,,,,,,,,,15
2007/2008,Private,Lougheed Childhood Services Society ,9746,,10,,,,,,,,,,,,,10
2007/2008,Private,The Children's House Child Care Society ,9754,,10,,,,,,,,,,,,,10
2007/2008,Private,Thornhill Child Care Society ,9761,,15,,,,,,,,,,,,,15
2007/2008,Private,Cactus Country E.C.S. Association ,9771,,5,,,,,,,,,,,,,5
2007/2008,Private,Acadia Valley Early Childhood Services ,9783,,4,,,,,,,,,,,,,4
2007/2008,Private,Midway E.C.S. Society ,9793,,7,,,,,,,,,,,,,7
2007/2008,Private,Calgary Quest Children's Society ,9795,,10,9,16,16,12,12,13,9,16,13,9,4,7,146
2007/2008,Private,Clandonald Early Childhood Services Association ,9809,,6,,,,,,,,,,,,,6
2007/2008,Private,Irricana E.C.S. Society ,9811,,12,,,,,,,,,,,,,12
2007/2008,Private,Youngstown Kindergarten Assoc. ,9812,,4,,,,,,,,,,,,,4
2007/2008,Private,Providence Child Development Society ,9827,,249,,,,,,,,,,,,,249
2007/2008,Private,St. Albert Day Care Society ,9829,,14,,,,,,,,,,,,,14
2007/2008,Private,Students' Union of the University of Alberta and Community Day Care Centre Society ,9831,,13,,,,,,,,,,,,,13
2007/2008,Private,Community Options - A Society for Children and Families ,9842,,71,,,,,,,,,,,,,71
2007/2008,Private,New Brigden Early Childhood Services Association ,9847,,5,,,,,,,,,,,,,5
2007/2008,Private,Milo Alphabets Kindergarten Society ,9849,,3,,,,,,,,,,,,,3
2007/2008,Private,Lotsa Tots Early Childhood Society ,9851,,7,,,,,,,,,,,,,7
2007/2008,Private,Jasper Place Child and Family Resource Society ,9852,,23,,,,,,,,,,,,,23
2007/2008,Private,Alliance & District ECS Society ,9853,,5,,,,,,,,,,,,,5
2007/2008,Private,Westbrook (ECS) Association ,9858,,19,,,,,,,,,,,,,19
2007/2008,Private,Kathyrn E.C.S. Society ,9859,,18,,,,,,,,,,,,,18
2007/2008,Private,Primrose Place Family Centre Association ,9872,,10,,,,,,,,,,,,,10
2007/2008,Private,City West Childcare & Community Support Society ,9876,,10,,,,,,,,,,,,,10
2007/2008,Private,Society For Treatment of Autism (Calgary Region) ,9879,,30,,,,,,,,,,,,,30
2007/2008,Private,Beverly Day Care Society & Family Resource Centre ,9881,,10,,,,,,,,,,,,,10
2007/2008,Private,Arrowwood and District E.C.S. Society ,9885,,5,,,,,,,,,,,,,5
2007/2008,Private,Getting Ready for Inclusion Today (The GRIT Program) Society of Edmonton ,9887,,63,,,,,,,,,,,,,63
2007/2008,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome ,9894,,12,,,,,,,,,,,,,12
2007/2008,Private,Froebel Kindergarten Society of Alberta ,9895,,25,8,4,,,,,,,,,,,37
2007/2008,Private,Champion Kindergarten Association ,9897,,4,,,,,,,,,,,,,4
2007/2008,Private,Expression's ECS Society East ,9899,,30,,,,,,,,,,,,,30
2007/2008,Private,Lethbridge Montessori Society ,9906,,36,,,,,,,,,,,,,36
2007/2008,Private,The Governing Council of the Salvation Army in Canada ,9907,,142,,,,,,,,,,,,,142
2007/2008,Private,ABC Head Start Society ,9909,,281,,,,,,,,,,,,,281
2007/2008,Private,University Child Care Centre Society ,9913,,16,,,,,,,,,,,,,16
2007/2008,Private,Association for Christian Schooling in Calgary South ,9916,,29,52,48,43,46,48,43,49,36,44,9,6,8,461
2007/2008,Private,Society for the Improvement of Childcare & Educational Services/Workshops of Alberta (SICES) ,9920,,,,,,,,,,,1,2,3,1,7
2007/2008,Private,Foothills Creative Beginnings Preschool and E.C.S. Association ,9924,,82,,,,,,,,,,,,,82
2007/2008,Private,Montessori School of Calgary ,9925,,18,11,5,7,4,1,3,,,,,,,49
2007/2008,Private,Marlborough Day Nursery ECS Limited ,9934,,33,,,,,,,,,,,,,33
2007/2008,Private,The Canadian Reformed School Society of Calgary ,9938,,,8,5,9,3,7,5,6,4,4,,,,51
2007/2008,Private,The Franciscan Sisters Benevolent Society ,9939,,39,,,,,,,,,,,,,39
2007/2008,Private,Providence Christian School Society ,9942,,7,13,7,11,4,6,7,10,10,8,4,9,3,99
2007/2008,Private,Victory Christian Fellowship of Lethbridge (1983) Inc. ,9945,,35,,,,,,,,,,,,,35
2007/2008,Private,Trinity Christian School Association ,9946,,,210,193,198,199,199,218,200,203,186,173,132,209,2320
2007/2008,Private,Cause and Effect Foundation ,9951,,53,,,,,,,,,,,,,53
2007/2008,Provincial,Kayas Cultural College ,0079,,,,,,,,,,,,,5,12,17
